631623,93981
699912,80559
699912,84024
699912,84168
881421,117501
798582,107268
767322,106119
645831,79989
645831,79989
645831,81447
645831,81687
708282,96393
714426,81141
838113,87597
870780,92142
679152,80454
679152,81252
679152,84498
679152,85791
679152,92508
823671,86259
693078,105465
649011,80148
847089,88599
857493,115455
648018,80157
703692,80709
628152,115668
844671,87957
733869,106065
843996,88203
843996,115209
843996,88446
843996,115311
843996,115380
843996,115380
843996,115668
843996,115668
843996,115668
843996,91644
843996,91644
843996,91995
843996,91995
843996,116919
881226,94728
675411,106551
715632,81054
715632,106065
791550,83253
811095,84930
716136,81216
716136,81213
716136,81576
716136,104718
716136,83517
716136,85620
757215,81720
757215,81720
647469,100284
647469,100284
775962,109065
644484,79995
797232,107499
797232,86775
797232,95268
797232,95829
643893,79980
768933,106122
652929,80751
798306,83739
798306,105738
867816,91191
867816,116379
868797,91416
890283,97911
802725,84153
847272,89400
755706,81651
830877,87036
838224,87597
838224,91995
867381,91170
867381,94266
849012,88470
849012,88470
849012,115602
849012,115791
644541,79971
739245,88554
701808,104511
701808,104547
701808,81207
884475,95934
856866,89310
791793,83247
630219,79836
630219,79932
858093,89577
858093,89955
711339,81066
711339,101466
865779,90684
633033,83748
703233,104511
703233,81810
703233,82386
703233,84657
703233,114330
730890,81429
730890,81720
759549,106074
765897,106107
799587,83865
799587,83874
822057,106365
864696,90759
864696,90768
864696,90576
864696,90705
719754,104640
894006,99285
769212,82062
773835,82251
773835,88989
810441,84888
742884,81573
794214,104907
821109,85878
821109,85878
821109,97665
779322,82500
637743,79932
815388,86148
734349,106482
851832,102135
851832,88947
851832,89379
763713,104727
828318,86790
828318,87222
828318,88128
828318,89772
828318,116034
713178,81075
713178,81075
744006,81546
744006,88446
835188,87405
857079,89085
827031,86448
791448,83292
811707,84933
811707,84969
790164,107007
790164,88281
708765,80814
735768,81489
639756,80157
639756,85755
639756,117399
830670,87006
728637,81396
804012,85293
823884,114870
700494,80622
700494,81396
709698,80955
854217,88890
810363,84834
872877,92559
872877,92559
637275,89760
637275,94188
637275,96159
849510,88662
857988,89532
809706,84660
711837,81069
826050,86298
797394,101307
882786,95121
642741,104535
642741,104535
642741,81138
640311,79905
785859,87492
773859,82191
647811,80085
710835,109395
711675,81066
711675,81621
711675,83877
866400,90999
726342,110070
879996,94056
879804,117345
727914,81396
785781,106239
745725,81549
847044,88446
892125,98133
796161,83604
801936,83973
780381,106218
747300,89607
747300,116523
819873,85791
703599,80694
829848,87939
829848,115083
829848,88554
829848,115491
829848,116067
829848,116559
829848,118110
807036,85323
785079,82692
785079,83523
785079,85131
650940,80232
824007,86229
644442,79980
805683,84417
861834,89943
861834,90381
788628,109182
788628,109233
799104,107340
725349,105453
725349,105453
632067,79863
632067,88461
869955,95328
893808,99486
780465,100977
780465,83838
780465,85737
780465,109725
780465,90606
872019,92421
872019,92598
737169,106485
637113,88494
701040,100332
701040,81834
701040,98040
802086,109302
700101,81546
700101,81867
747093,107127
831735,87099
793554,83475
793554,84906
793554,86385
891636,98547
790233,96036
755946,81678
771474,82137
771474,87222
864561,90606
864561,93876
797619,101307
797619,102135
752268,81591
709476,81543
888348,97386
850257,88554
824649,86298
882276,95265
804951,84345
804951,86193
801057,83865
801057,89373
801057,115449
801057,115449
644823,80238
644823,81720
830979,114210
739971,84789
739971,84201
630774,79845
630774,79965
630774,81567
812256,84921
820782,85878
699558,99231
876513,93465
833919,87348
757263,81669
845559,109767
886059,95544
758721,81717
758721,81717
628872,81123
882633,117615
876984,93711
854001,102135
776577,82386
884244,97755
700242,106497
700242,81651
700242,83385
700242,84876
700242,107976
700242,106416
700242,87996
700242,87969
700242,87726
700242,114753
700242,89004
700242,90042
700242,91638
700242,92637
700242,93555
700242,94296
700242,94947
700242,96531
700242,97674
700242,98556
700242,98796
700242,110646
700242,99672
700242,99639
863673,90438
863673,90477
863673,109992
826539,86580
827076,86547
819375,85620
756270,106068
756270,101307
756270,88599
746682,81573
777975,82410
884340,95841
807726,107616
812523,85023
812523,97053
716394,84681
650742,80232
650742,118089
830241,86946
885771,96396
801090,84111
710934,85290
710934,115539
710934,90837
710934,92301
710934,98619
809625,85299
627915,87861
750432,81621
750432,81711
750432,81765
754992,87771
892260,98847
701202,100335
773631,82182
862233,98835
709518,80937
789735,83031
789735,82950
756951,106035
754983,81672
889170,118014
664116,80622
885528,95652
822126,85824
876954,93708
842646,87939
842646,87939
842646,91122
840384,114777
843207,89760
840150,87768
736389,84996
736389,86028
786111,86532
660273,80250
649683,80175
649683,80175
893886,99597
685452,104907
685452,92958
831471,87054
831471,87054
831063,88719
783960,87630
893526,99486
893526,99486
756789,81669
756789,102135
702123,80622
702123,100434
702123,102270
886233,96561
629883,79944
629883,80217
629883,104481
629883,86373
629883,114669
705777,100374
705777,100374
686418,101307
686418,102135
821763,85878
822090,85920
822090,91170
824406,89379
696090,100293
696090,100293
776862,100941
632823,79908
632823,80139
632823,80388
632823,80652
632823,80691
632823,80838
632823,104673
632823,81936
632823,82104
632823,82191
632823,82503
632823,83394
632823,83430
632823,83784
632823,83823
632823,85089
796398,107202
857691,89355
857691,115668
857691,96030
852990,115329
732669,104673
640014,79902
878952,94188
878952,95883
878952,117927
677478,80295
677478,80340
677478,81126
677478,81126
677478,81150
677478,105558
772047,86559
772047,105846
772047,89070
772047,115821
772047,92316
772047,92889
798030,101307
857868,89496
857868,90051
857868,116670
708039,80811
638283,79992
638283,80226
854097,102135
647301,80079
647301,84258
792498,83349
695901,80652
817320,85212
631068,80496
631068,80622
631068,82905
631068,83523
631068,85407
631068,85629
631068,85584
631068,86085
631068,87414
631068,87810
631068,89058
631068,89688
631068,117930
631068,97071
631068,97071
631068,99216
631068,97071
628809,79833
628809,79875
830625,87003
699579,106143
699579,102876
711996,81159
814035,85128
865749,90858
865749,90858
881793,117555
881793,117555
727002,105453
727002,83139
755553,82278
768003,82035
684843,104484
711183,81045
711183,81195
711183,106284
670503,80262
670503,104496
670503,87375
670503,102135
670503,92100
670503,93549
647622,80079
647622,80439
647622,80439
647622,80442
647622,81672
647622,82503
647622,82755
647622,82755
647622,86049
647622,85941
647622,89058
647622,92448
821181,87363
871494,92304
768678,82005
768678,104910
841428,87939
841428,88434
841428,88467
841428,92052
841428,97653
829068,86832
701313,80622
701313,90117
859902,115581
866301,90672
760845,81798
650748,80232
874566,93081
839613,95268
880422,94707
844563,115005
808179,107616
823260,106392
709692,100407
709692,84042
878895,94221
878895,94239
698310,80496
698310,100518
629670,79875
670269,80268
670269,80799
798858,83739
798858,91659
798858,91659
890391,98043
831021,87039
831021,99531
792231,83349
827157,86448
776280,84888
753279,81576
753279,81942
753279,81891
753279,82005
753279,82794
753279,115134
753279,90033
792822,83340
792822,83439
792822,86271
792822,89307
685599,90381
823086,86169
823086,86169
814977,85212
814863,85128
646857,80058
646857,106290
796623,109197
860517,90186
879369,94374
676833,104535
774549,82257
855060,88947
717174,81216
824607,86082
824607,89772
754227,104850
770304,85227
642948,79959
795069,83550
795069,84213
795069,109341
795069,85164
795069,97581
808695,107439
792675,83331
792675,97071
792675,99285
647226,80073
640695,80031
812538,85011
668850,81123
668850,81210
668850,96264
871578,93021
871578,117441
834405,88950
834405,90609
766986,82458
854082,102135
702063,80643
702063,83451
702063,93855
750318,81621
750318,81723
790002,83091
790002,107811
790002,84918
790002,85086
790002,85062
790002,85413
790002,107943
790002,85767
790002,87537
790002,92151
790002,117117
790002,95001
790002,94944
790002,95916
790002,97434
790002,97800
878580,94152
832560,87168
854661,89052
847611,115038
847611,88671
847611,88671
847611,115269
847611,93141
773979,82239
702087,80613
702087,81138
860688,97011
858990,115440
872526,102876
889185,97659
808236,107616
703227,80679
872343,104955
646584,84087
646584,85737
883227,95505
883227,117660
883227,117090
814158,85074
723672,106005
723672,100509
723672,81858
723672,88599
861339,115524
852318,88809
885495,117831
839442,114798
808128,84666
863106,90423
863106,91668
764208,81864
764208,82005
764208,82140
820707,85740
671874,87579
636216,79902
636216,85707
636216,85719
662547,81615
662547,81900
845025,94824
793290,104907
793290,89442
792507,104907
645357,100551
714795,81126
714795,81597
768648,100788
768648,100875
652965,80313
652965,80313
632238,81903
814569,96594
640575,81861
850152,102135
876321,93474
777945,82410
644286,79986
644286,80778
644286,82740
856782,89310
827766,92022
794535,104907
700806,80577
841308,87939
726675,105453
715080,105453
715080,92406
715080,92667
823848,86256
863931,90477
733653,105462
843939,109695
849714,115056
849714,102135
631161,80811
631161,105453
684828,80343
837729,87537
715446,81126
715446,81798
829782,86865
774453,107304
707847,106035
663873,100551
663873,106038
663873,106035
663873,100641
663873,100422
746448,81858
806475,86895
821574,95382
881784,117531
858471,89625
683583,80316
683583,102135
847212,88488
847212,89004
847212,91239
710961,81018
841116,87768
841116,88599
841116,88446
841116,88629
715779,100443
715779,95640
732705,90042
891801,118275
891801,110646
881388,94941
687579,80382
687579,104910
769728,104907
829914,86844
746529,104907
746529,107616
746529,107616
808137,84888
799158,83814
799158,84393
643995,79980
788076,82923
696384,80463
696384,80496
696384,81816
696384,81816
696384,82791
696384,83403
696384,107187
696384,83403
696384,88488
696384,89067
696384,91083
696384,93198
696384,94710
714927,81126
714927,83040
811179,84921
807660,84534
807660,86457
760935,81771
868119,91170
647151,80073
647151,101175
761925,81789
761901,82020
761901,82548
761901,84888
761901,85746
761901,85737
761901,87561
761901,98805
729888,87729
729888,87720
763857,81831
708639,80778
801333,83865
801333,83973
801333,84219
656280,81966
656280,81966
656280,82065
855984,115407
781575,107340
781575,102135
798585,107340
703953,80694
816777,85194
753360,82251
753360,87420
786258,82698
754047,81621
766143,82302
766143,83193
769302,82095
769302,84435
769302,107712
769302,107712
769302,89529
769302,91527
659649,80316
794799,104907
794799,107340
703674,80694
834732,87342
818622,85629
787971,106830
708951,80802
809994,84660
847296,88599
776625,82386
771036,86889
771036,114798
750066,87069
750066,89622
750066,89721
750066,90171
750066,90576
750066,92202
750066,93876
750066,94800
819864,85788
790185,83142
790185,95328
748935,81555
807465,84615
807465,85053
807465,107790
744447,107616
741078,81594
773679,106203
773679,102135
850926,102135
791508,83430
791508,101307
791508,92436
777252,88425
866727,91035
867414,91194
759522,81717
800586,107340
853569,102135
841911,114777
864975,90678
865935,90837
888477,97731
888477,98340
844761,89967
844761,92484
844761,110307
787671,82164
843669,109767
843669,88890
769716,84840
769716,96417
769716,95925
711015,80991
763503,81861
812853,85047
812853,96726
798384,83850
726270,81396
712644,81090
712644,96081
732954,104736
872292,116802
643845,79980
643845,79980
646818,80058
645015,116187
731331,81441
859989,115527
721116,84933
763932,81864
844620,88221
706092,80739
885909,96153
885909,96426
869958,91668
630780,79845
838254,87579
798318,83832
798810,101304
798810,92961
812724,84996
740940,116232
714687,81138
714687,97725
770382,82047
770382,82317
770382,106206
664377,107340
794310,104907
661437,80259
661437,80259
661437,80259
661437,82230
661437,84783
795549,104907
731340,81444
678663,81327
831795,87144
816558,85299
859980,89706
894915,100131
795405,83589
803988,109341
820545,85845
760170,83022
760170,83340
869541,91800
869541,94131
647799,80085
887298,97008
854466,89817
883371,117588
630819,79845
779412,82476
828723,86820
828723,87348
792699,107088
787983,106830
787983,102135
787983,88704
856728,89163
714213,96666
712911,81075
712911,82167
712911,89814
758274,81720
758274,81702
758274,81702
772698,82137
772698,91017
803220,84216
691518,100284
776988,82368
755865,81678
755865,83454
755865,83454
755865,87561
798639,101307
798639,107340
629922,80199
629922,105462
750693,81615
750693,89373
800970,93558
712455,101307
712455,114564
713895,82395
713895,104910
713895,85227
804618,84390
830436,86979
644493,79971
638610,85473
878583,93975
829413,86811
817398,89106
789978,101160
789978,101160
694815,80721
694815,80943
694815,81672
694815,81672
694815,81672
697776,81123
852813,102135
776544,82380
837600,109695
881304,94845
809709,109368
809709,109656
656388,82410
805035,85428
805035,85506
805035,91527
805035,91440
805035,98463
777210,82344
644715,79971
823908,86259
783549,104922
788508,82923
788508,83193
858084,89394
801030,84516
801030,84522
801030,107709
801030,88599
831870,87075
754287,104697
868101,91119
731499,105462
817593,85401
773466,82227
821985,106371
821985,106365
821985,106431
838521,88653
705558,80721
705558,80724
810693,84822
810693,107862
810693,85458
810693,86871
810693,94887
628365,79809
628365,79905
628365,80262
628365,80655
628365,80838
628365,81456
628365,81543
628365,81672
628365,106152
628365,107238
628365,83745
628365,84825
628365,85089
628365,86361
628365,88869
628365,115524
628365,90975
628365,93207
844404,114978
704184,81264
704184,81264
704184,81330
789036,83034
765378,81864
639012,80334
705600,80730
705600,81648
705600,91659
793779,83481
734436,106065
857796,89307
828012,89925
780528,106212
771783,82137
795609,83523
640209,79986
683946,80340
829227,88377
829227,92577
705828,80751
781902,101307
650775,80226
820605,85839
870105,91800
870105,94152
810102,84660
810102,104910
810102,87726
810102,117033
639627,79902
639627,84696
818793,85584
777522,82383
815985,85275
769536,82029
800421,107424
807753,107616
795054,83589
795054,109212
711762,81072
711762,83562
822741,86118
822741,118233
712275,81066
718824,100461
840183,87729
745953,81546
860961,115668
860961,89682
802686,102135
818619,88458
758871,81720
758871,81867
758871,88836
758871,92961
758946,106080
758946,84375
886428,103263
829209,86745
876657,93603
701496,80622
701496,81123
701496,106110
829389,86910
804447,84189
804447,88647
860100,89787
881727,94761
805719,107616
862476,90042
839979,87822
839979,88554
839979,88554
839979,93003
839979,95097
839979,95859
771495,101307
867405,90810
779538,82482
779538,83409
774990,100878
788763,82875
742080,83673
848052,91119
679851,80289
788373,109101
737772,97269
846873,88599
720129,81294
820893,86721
820893,86721
672801,80613
761559,106089
706341,80796
706341,106092
706341,106161
706341,106161
706341,106161
706341,106161
706341,106161
706341,106161
866958,91239
866958,96135
854271,102135
847563,88599
847563,91863
847563,116772
810780,84888
810780,86859
754461,81597
709836,80940
709836,80940
709836,81099
709836,81354
709836,86274
717105,81207
821967,85983
686937,80376
891834,98742
663201,101307
708714,100398
708714,100398
879993,104967
725238,105453
822696,85995
822696,88065
822696,89742
822696,89784
724137,81327
724137,105462
724137,81702
724137,83637
730788,102135
720978,81294
720978,81294
849735,88662
685656,80292
861003,115695
840078,87729
840078,87720
713889,81144
868158,116298
809139,107616
752880,100617
815598,86289
737079,81495
801108,107340
857292,89289
719838,81279
647952,80085
827601,115161
710133,80982
872604,102834
835110,102135
835110,116682
835110,116682
733836,118119
836085,87372
836085,90666
836085,92259
836085,117819
856008,89103
856242,89172
763275,81867
832575,114471
880194,103131
880194,98889
880194,98826
844908,88563
844908,89625
844908,116106
844908,92082
861450,102834
779274,82452
833175,91899
833175,93156
841806,87942
750702,81630
762024,81771
642228,79932
738669,117387
738669,94482
759192,81726
796122,83865
796122,107424
785829,82692
643725,79983
809544,84759
808122,84672
808122,92787
792741,83343
843870,114981
675339,80271
812628,84933
879600,94527
879600,95355
814695,85146
839781,87729
839781,92487
839781,117828
891096,98208
760818,81729
840936,87810
877767,117054
859134,89730
721527,105849
721527,87771
771336,82137
759843,81735
766128,101307
750783,82011
750783,89052
843885,114942
758133,106035
795909,104907
871032,102834
637854,79875
722493,81297
715680,81135
661179,80250
792717,104907
792624,83409
874779,93036
823380,86052
831747,87087
709719,80964
850398,102135
786027,82758
876912,93588
856929,89418
757986,81720
720285,109965
704520,81495
791100,83181
806064,84498
845091,88386
855123,89037
642933,79959
642933,79986
642933,80199
642933,81621
670896,98988
670896,99588
721083,81312
786519,82740
737031,85455
675408,80553
675408,100035
888321,97455
879801,99456
801633,88020
801633,89706
801633,94647
801633,118005
832458,115431
832458,94185
775881,104907
858642,89310
858642,93981
858642,98688
858642,99585
671856,83100
671856,92961
671856,103179
629364,79833
818652,85545
726807,81408
726807,81408
726807,81453
722754,90384
842583,88086
842583,90816
842583,98040
842583,98040
829344,86871
810411,84696
854034,109848
657504,98361
816900,108042
789471,101145
780210,82569
753777,82047
631668,79851
868302,91191
708774,80796
847725,115128
847725,89127
847725,115737
787263,82755
840555,87738
840555,88164
647910,80091
750525,104850
750525,82302
750525,86889
745446,81621
745446,83409
745446,84258
745446,87879
772275,82071
847023,88545
775035,82296
726549,81417
884937,96078
797658,107238
751545,81576
856113,115449
713217,101307
713217,107340
713217,83739
713217,94941
800772,84042
800772,84048
788661,82875
824544,86289
859131,89400
859131,89520
859131,90897
859131,92832
859131,92880
868224,116628
868224,92739
857466,89424
857466,115821
857466,92187
710310,81264
710310,82299
710310,82302
710310,83331
710310,115143
662466,100260
785475,82725
785475,82713
865566,116019
796767,104907
864546,99720
644475,79986
850005,102135
849999,102135
724275,105996
856986,89271
861639,91278
861639,91272
861639,92058
861639,93876
861639,96906
870510,92052
894360,99654
712386,81099
705516,80721
705516,80982
792987,104907
829488,86871
708570,80796
735048,81513
703911,80721
703911,81285
701829,80613
701829,80991
701829,81126
701829,81285
701829,81306
701829,81999
701829,82026
701829,86361
833079,87222
826554,114279
720603,104634
863103,90228
839463,91386
879360,94302
743049,81567
848277,88554
646347,80031
774030,82251
857877,102336
788589,101118
788589,114777
845931,109767
845931,88734
875049,116745
867231,91191
809427,84696
809427,84654
809427,85629
809427,85659
809427,88719
819264,88446
819264,88599
819264,91326
819264,94143
819264,94107
862212,90033
800403,83922
800403,84930
645003,80010
763008,81834
821646,85824
796035,109203
699288,80547
699288,114777
894672,99027
768006,82005
865275,115941
865275,116316
865275,116451
865275,91554
865275,94227
865275,99459
716760,81216
629766,102834
801822,107340
866196,90954
866196,91416
866196,93891
866196,93891
798048,101307
764397,81864
819411,85572
878328,93876
878328,94170
729627,81438
718320,81237
854628,89052
851289,102135
851289,88770
819648,85758
885087,96099
628362,79905
647304,80079
671721,80265
746772,81594
852414,102135
710121,80979
866871,91104
756168,81624
683259,80316
798489,83841
702891,104511
702891,97704
702891,97734
702891,97734
702891,97734
702891,97704
741756,81594
857457,89328
700503,100332
700503,81402
870321,91995
870321,91947
768597,82509
713901,88038
848472,88554
848472,88572
653904,90621
632376,104487
632376,104487
632376,104487
731196,105462
888549,97434
790548,107025
855915,89175
780021,82476
701904,80622
720642,81681
809343,84762
808395,107616
889380,97623
724905,105453
710694,104592
848391,115170
802851,105738
869463,91746
765924,81948
765924,83022
765924,87738
765924,115692
766170,116751
852978,88836
684972,80361
798375,83796
798375,83949
780504,82482
701736,104511
701736,82605
772131,106632
684348,98991
771612,82140
829473,86895
865986,90828
865986,95364
631191,79854
826212,94965
813384,85047
874296,93063
874296,93306
631569,80496
631569,80496
631569,80664
631569,80664
631569,105453
631569,82416
631569,95127
757152,100650
757152,107340
742872,81495
716463,81180
786687,82806
786687,117408
711645,81072
834738,88635
834738,88629
834738,88764
834738,89706
646056,80031
857832,89559
811404,84930
851469,102156
812649,107796
690141,81678
690141,81678
868461,91422
807852,107616
770142,100788
770142,82137
872832,92448
872832,96399
780606,82587
780606,84999
754626,85245
886347,103320
679497,81207
679497,82440
860775,89853
797361,101307
791349,83256
760878,81798
760878,81963
760878,82290
760878,82284
760878,82278
760878,82269
760878,83181
760878,83205
873852,92853
873852,92766
873852,96525
873852,96441
873852,97581
873852,99489
873852,99033
818148,85557
760434,81771
760434,89169
760434,88890
760434,99153
867783,90942
867783,91923
867783,117102
707934,91071
863829,90501
834207,90051
635559,79977
635559,80124
635559,80268
635559,80496
635559,80622
635559,81252
635559,81435
635559,81864
635559,106554
651270,80238
706347,80751
757629,81699
642078,79932
642078,80388
805425,107616
744453,81549
855978,115371
822093,108105
725523,105453
725523,115431
731211,105462
651522,87387
762624,81846
831003,86910
783375,92670
628206,79944
639195,79899
760974,81789
646092,79998
646092,80031
817404,85299
790833,82791
790833,118185
831411,90285
831411,97113
852198,115053
853401,102135
841290,87831
792792,107124
646296,80031
833433,114243
760803,81783
738663,81501
738663,104727
738663,115452
861804,109965
647328,81294
799506,99591
867834,91173
849840,88638
777564,82845
777564,104934
777564,88251
760314,81726
742233,101307
864504,90621
864504,94683
837336,87423
725583,89373
710124,81810
710124,82254
710124,82254
710124,82995
710124,107616
710124,114693
710124,115668
710124,90576
729633,81447
704589,80712
816789,85401
874677,106431
768282,82047
768282,81984
800532,107499
800532,84942
891939,118170
891018,97683
828456,86802
841629,100074
628074,79812
810087,84789
853311,88764
853311,89427
871104,102876
867651,91056
819891,85791
819891,85791
819891,88599
819891,91896
796857,101307
796857,107340
796857,85740
796857,114219
796857,87222
796857,88836
736890,81495
640431,79905
640431,79959
745101,81555
701316,80622
701316,80838
701316,80838
841980,114771
766167,81864
735780,81495
735780,81495
628248,82017
628248,107304
628248,85374
879141,117270
812163,84987
812163,85212
723288,81360
634467,107340
813834,85047
693975,104469
851007,109800
797526,101307
745791,81546
745791,81726
767793,82020
712152,81066
712152,105462
712152,104673
712152,82146
640245,82875
732171,105462
800265,83919
866544,90663
819942,85791
725874,100509
891120,98211
712560,81075
861849,115767
757014,81705
829992,89589
642357,79932
696435,80460
817896,85545
649380,80157
850107,102135
892077,98766
851001,88800
851001,88800
851001,94728
723708,81858
643818,80817
786156,82749
803187,84165
801813,107340
893466,118152
790725,84534
794385,83523
632031,79863
632031,85872
632031,86994
641823,79917
641823,79971
641823,84165
886416,96591
854409,89031
805707,84318
887463,96744
831216,114405
700509,81123
788499,101121
788499,104907
788499,107340
788499,101307
788499,107304
812907,85053
628626,79830
628626,81402
867474,116226
890844,118122
886926,96177
786333,82728
815802,87996
830568,87036
830568,93876
709221,80802
698136,80490
698136,104787
717678,81237
832692,87267
711906,81072
711906,94119
644712,83877
828201,86694
752337,107352
803907,109338
825081,86418
825081,88599
876921,93708
789660,83016
714471,102438
792417,83391
798027,101307
798027,107340
683814,80340
683814,80340
683814,80340
683814,80790
802404,85791
802404,98085
694779,81780
694779,83751
694779,108042
725649,105453
725649,81639
832830,87228
832830,87228
794304,83349
794304,84828
794304,84201
794304,107757
777543,82383
777543,96078
719091,81249
798396,107235
856878,89379
856878,89400
856878,92205
856878,116628
865545,90774
812754,85011
812754,84921
812754,93969
812754,98280
720009,81597
720009,81597
720009,81597
720009,81723
720009,82002
644292,79986
631089,79854
631089,79905
648942,80148
788550,82959
768186,82035
831507,87036
875007,93003
830991,114318
830991,87144
786246,82740
869877,91659
758289,81711
823098,86052
823098,89031
857184,89610
857184,91239
857184,102834
857184,116523
764817,81864
764817,106110
753759,81621
756684,104850
812418,84921
868932,91530
868932,91815
644481,104646
718806,104631
778230,82380
778230,117558
771981,82137
863454,97242
877092,93798
855138,102255
844725,115170
891450,98310
649440,80157
647943,80085
778119,100947
773193,107616
773193,105789
773193,86397
773193,86403
773193,86418
773193,88842
826134,101700
826134,101700
853995,102135
714717,81159
714717,81159
714717,90978
765804,81852
794607,83511
773802,82227
743796,81546
802494,84174
717339,104631
729099,81393
729483,115977
793401,104907
812913,85047
883728,95127
880818,94710
698322,82875
698322,86139
